Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
100117,Fadeo,Display,Women 35-44,15 days,Youtube,0.12,Rupiah,3.43,Krajan Jabungcandi,West Frisian,829,4810,8,Tech Enthusiasts,1/13/2021
79615,Aimbu,Email,All Ages,45 days,Facebook,0.12,Baht,3.16,Nong Ruea,Luxembourgish,584,8839,3,Tech Enthusiasts,1/27/2021
180957,Jabbersphere,Email,Men 25-34,60 days,Youtube,0.11,Yuan Renminbi,6.63,Tonghong,Kashmiri,445,5812,10,Foodies,1/21/2021
78380,Reallinks,Influencer,Women 25-34,60 days,Google Ads,0.1,Won,5.5,Kwangyang,Polish,915,3926,4,Fashionistas,1/28/2021
160497,Mudo,Search,Women 35-44,30 days,Facebook,0.11,Ruble,3.9,Vershino-Shakhtaminskiy,Māori,634,8363,8,Outdoor Adventurers,1/26/2021
75232,Quamba,Search,All Ages,45 days,Youtube,0.09,Real,6.0,Panorama,Norwegian,907,1880,10,Health & Wellness,1/25/2021
133312,InnoZ,Search,Women 25-34,45 days,Instagram,0.05,Euro,4.18,Orahovac,Dutch,818,5504,7,Tech Enthusiasts,1/29/2021
174391,Avamba,Email,Men 25-34,45 days,Website,0.12,Peso,3.24,Malinta,Macedonian,736,8822,9,Health & Wellness,1/25/2021
149070,Vipe,Influencer,Men 25-34,15 days,Youtube,0.13,Rupiah,6.31,Panggung,Filipino,407,6059,5,Fashionistas,1/30/2021
93994,Feedfire,Email,Men 18-24,15 days,Facebook,0.12,Zloty,3.95,Kostrzyn nad Odrą,Macedonian,884,1852,3,Fashionistas,1/23/2021
150921,Devbug,Influencer,Women 35-44,15 days,Website,0.11,Krona,3.85,Lidköping,Kashmiri,771,5814,3,Outdoor Adventurers,1/21/2021
181807,Kazu,Search,All Ages,60 days,Email,0.07,Naira,2.56,Oke Mesi,Azeri,756,4273,5,Outdoor Adventurers,1/14/2021
83763,Skibox,Influencer,Men 18-24,60 days,Google Ads,0.08,Koruna,5.19,Zabrušany,Hindi,498,3491,8,Fashionistas,1/21/2021
162113,Kwinu,Search,All Ages,30 days,Website,0.03,Rupiah,5.56,Lenakapa,Bulgarian,755,7618,9,Outdoor Adventurers,1/21/2021
111632,Mydeo,Email,Men 25-34,60 days,Google Ads,0.02,Dinar,5.94,Bajina Bašta,Maltese,749,6175,4,Foodies,1/10/2021
173161,Skilith,Influencer,Women 35-44,15 days,Facebook,0.12,Lev,5.74,Malko Tŭrnovo,Tswana,560,2076,9,Fashionistas,1/21/2021
128061,Yodoo,Email,Men 25-34,45 days,Website,0.03,Sol,3.35,Duraznopampa,Tsonga,801,6977,10,Outdoor Adventurers,1/12/2021
114248,Shufflester,Display,Women 25-34,45 days,Email,0.11,Euro,5.31,Waldbredimus,Mongolian,558,6909,6,Tech Enthusiasts,1/3/2021
97476,Brightdog,Influencer,All Ages,60 days,Google Ads,0.04,Peso,6.22,Pore,Pashto,980,6408,5,Foodies,1/2/2021
94323,Meezzy,Influencer,All Ages,45 days,Instagram,0.03,Yuan Renminbi,5.33,Tianxingchang,Dzongkha,973,5651,5,Outdoor Adventurers,1/22/2021
138709,Thoughtblab,Search,Women 25-34,45 days,Youtube,0.04,Yuan Renminbi,5.27,Cuntan,Lithuanian,551,3170,10,Tech Enthusiasts,1/17/2021
169379,Devbug,Display,All Ages,45 days,Youtube,0.07,Ruble,2.55,Kirovsk,Tamil,954,6575,6,Health & Wellness,1/12/2021
91190,Yotz,Display,Men 25-34,30 days,Email,0.12,Yuan Renminbi,4.37,Wolongquan,Malayalam,545,7436,3,Fashionistas,1/8/2021
88065,Tazz,Search,Men 18-24,45 days,Website,0.03,Yuan Renminbi,3.21,Bayan Hot,Pashto,811,6354,5,Tech Enthusiasts,1/6/2021
103638,Avaveo,Search,All Ages,15 days,Google Ads,0.07,Rupiah,4.66,Lasusua,Armenian,962,4741,4,Tech Enthusiasts,1/24/2021
171010,Riffpedia,Influencer,Women 35-44,45 days,Google Ads,0.07,Yuan Renminbi,6.64,Yaojiaji,Northern Sotho,915,4012,6,Fashionistas,1/18/2021
142645,Skiptube,Influencer,Women 25-34,60 days,Instagram,0.03,Kwacha,6.04,Mzimba,Amharic,584,6874,9,Foodies,1/13/2021
153635,Tagpad,Influencer,Women 35-44,15 days,Email,0.09,Naira,5.78,Abua,Malayalam,917,6552,8,Foodies,1/18/2021
179157,Pixoboo,Display,All Ages,30 days,Facebook,0.08,Peso,3.81,Fundación,Northern Sotho,492,2081,8,Tech Enthusiasts,1/24/2021
94580,Wikibox,Search,Women 25-34,45 days,Website,0.04,Yuan Renminbi,3.56,Taha Man Zu,Gujarati,795,4571,6,Tech Enthusiasts,1/15/2021
83518,Skimia,Influencer,Men 25-34,45 days,Youtube,0.07,Yuan Renminbi,5.31,Gangsha,Mongolian,899,7018,6,Tech Enthusiasts,1/30/2021
118825,Leenti,Display,Men 25-34,15 days,Instagram,0.02,Yuan Renminbi,4.56,Wangzuizi,Assamese,483,8270,4,Tech Enthusiasts,1/18/2021
132164,Kwilith,Influencer,Women 25-34,45 days,Website,0.09,Real,7.17,Paulo Afonso,Assamese,477,3601,4,Outdoor Adventurers,1/7/2021
138265,Riffpath,Email,All Ages,15 days,Email,0.06,Bolivar,6.44,San Pablo,Assamese,646,3998,10,Foodies,1/22/2021
118226,Podcat,Email,Women 35-44,45 days,Google Ads,0.07,Won,4.1,Kangdong-ŭp,Haitian Creole,641,5091,5,Health & Wellness,1/27/2021
177314,Feedmix,Search,Men 18-24,15 days,Google Ads,0.13,Zloty,5.04,Błonie,Korean,917,2905,6,Outdoor Adventurers,1/24/2021
124090,Rhynoodle,Email,Men 25-34,15 days,Instagram,0.03,Real,7.53,Itaocara,Latvian,608,8580,3,Foodies,1/6/2021
142600,Aimbu,Display,Men 25-34,30 days,Email,0.03,Yuan Renminbi,6.76,Xinhe,New Zealand Sign Language,524,5544,10,Outdoor Adventurers,1/30/2021
114002,Bubbletube,Email,Women 35-44,30 days,Facebook,0.12,Yuan Renminbi,3.81,Tongquan,Dari,459,4344,6,Fashionistas,1/9/2021
178587,Wordware,Email,Men 25-34,30 days,Youtube,0.08,Peso,3.57,Paagahan,Afrikaans,382,8514,6,Outdoor Adventurers,1/6/2021
153722,Yodo,Email,All Ages,45 days,Facebook,0.08,Peso,3.07,Pandakan,Hebrew,954,5857,3,Tech Enthusiasts,1/18/2021
109696,Dablist,Display,Women 25-34,60 days,Youtube,0.07,Yuan Renminbi,5.19,Wanjia,Khmer,927,6281,5,Health & Wellness,1/27/2021
107538,Lazz,Search,Men 18-24,60 days,Website,0.09,Rupiah,4.6,Sumurgung,Yiddish,446,6358,6,Fashionistas,1/13/2021
81394,Skilith,Search,Men 18-24,30 days,Instagram,0.09,Yuan Renminbi,4.92,Bor Ondor,Polish,973,3003,7,Foodies,1/12/2021
181887,Centizu,Email,Men 25-34,60 days,Email,0.05,Rupiah,5.16,Laban,Dari,863,7155,3,Tech Enthusiasts,1/14/2021
175531,Wikizz,Influencer,Men 18-24,15 days,Email,0.06,Rupiah,6.43,Dajanrurung,Hiri Motu,700,4460,9,Tech Enthusiasts,1/10/2021
130158,Devshare,Influencer,Women 25-34,45 days,Email,0.07,Rupiah,4.74,Losari,Persian,664,8642,5,Health & Wellness,1/21/2021
83948,Zooxo,Influencer,Men 18-24,30 days,Website,0.13,Ariary,3.49,Antsirabe,Dari,640,3576,7,Fashionistas,1/21/2021
118146,Wikizz,Email,Women 35-44,15 days,Google Ads,0.08,Rial,6.82,Jahrom,Tetum,615,5212,8,Tech Enthusiasts,1/27/2021
119354,Mydeo,Search,All Ages,60 days,Youtube,0.08,Yuan Renminbi,6.18,Huaminglou,Somali,735,2336,3,Fashionistas,1/18/2021
134978,Youspan,Email,Men 18-24,15 days,Email,0.09,Euro,7.11,Palaiochóri,Portuguese,455,8987,3,Outdoor Adventurers,1/17/2021
160033,Avaveo,Influencer,Men 18-24,15 days,Facebook,0.08,Yuan Renminbi,4.16,Danyang,Dari,727,7259,8,Fashionistas,1/11/2021
82341,Kazu,Influencer,Men 25-34,15 days,Google Ads,0.05,Peso,7.28,Samboan,Latvian,786,4443,4,Outdoor Adventurers,1/17/2021
109084,Wordpedia,Influencer,Men 18-24,30 days,Youtube,0.09,Yuan Renminbi,5.78,Jingyao,Spanish,520,2487,7,Outdoor Adventurers,1/15/2021
165457,Wikibox,Search,Women 35-44,30 days,Website,0.1,Kwacha,2.56,Blantyre,Danish,969,7854,6,Outdoor Adventurers,1/15/2021
162074,Jabbertype,Search,Men 18-24,60 days,Website,0.02,Koruna,6.24,Studénka,Punjabi,659,4537,4,Tech Enthusiasts,1/16/2021
117716,Minyx,Influencer,Men 18-24,45 days,Email,0.1,Manat,4.74,Qızılhacılı,Assamese,891,2797,5,Tech Enthusiasts,1/16/2021
75060,Kwilith,Influencer,All Ages,45 days,Google Ads,0.05,Franc,3.01,Dapaong,Bosnian,533,5095,5,Fashionistas,1/14/2021
120197,Skiba,Display,Women 35-44,15 days,Instagram,0.03,Ariary,3.85,Ambatondrazaka,Afrikaans,641,2792,10,Foodies,1/22/2021
70684,Fiveclub,Search,Women 25-34,15 days,Google Ads,0.03,Peso,4.39,Liwan,Arabic,652,2942,8,Tech Enthusiasts,1/13/2021
104286,Linktype,Email,Women 25-34,60 days,Email,0.03,Yuan Renminbi,4.45,Xiayang,Georgian,593,7720,6,Foodies,1/5/2021
141768,Gigazoom,Email,Men 25-34,30 days,Website,0.02,Yuan Renminbi,6.44,Houzhai,Malagasy,948,1728,10,Foodies,1/24/2021
102759,Aimbo,Influencer,Men 25-34,30 days,Youtube,0.03,Rupiah,2.87,Grujugan,Māori,609,1628,5,Outdoor Adventurers,1/29/2021
155403,Yodel,Display,Women 35-44,30 days,Youtube,0.03,Euro,4.17,Tapada das Mercês,French,796,7470,7,Tech Enthusiasts,1/27/2021
131005,Tazz,Influencer,All Ages,15 days,Facebook,0.07,Rupiah,7.35,Laka,Ndebele,953,6342,10,Foodies,1/22/2021
161224,Demimbu,Search,Women 25-34,15 days,Youtube,0.05,Pula,7.37,Ramotswa,Belarusian,816,6886,10,Foodies,1/10/2021
142170,Wikivu,Influencer,Men 18-24,45 days,Google Ads,0.12,Euro,5.39,Saint-Quentin-en-Yvelines,Catalan,378,3597,3,Tech Enthusiasts,1/2/2021
160229,Blogtag,Email,All Ages,15 days,Instagram,0.12,Yuan Renminbi,6.64,Luyi,Italian,859,4190,8,Tech Enthusiasts,1/26/2021
140615,Fliptune,Influencer,Women 35-44,15 days,Instagram,0.05,Peso,5.63,Dugcal,German,482,7103,6,Health & Wellness,1/13/2021
90030,Meevee,Display,All Ages,60 days,Email,0.06,Franc,3.77,Boulsa,Luxembourgish,384,2496,7,Foodies,1/20/2021
148810,Blogtag,Display,All Ages,30 days,Instagram,0.12,Yuan Renminbi,4.59,Sancha,Lao,816,3431,10,Foodies,1/28/2021
176611,Realcube,Influencer,Women 25-34,45 days,Google Ads,0.05,Franc,3.21,Pointe-Noire,Norwegian,863,6652,5,Fashionistas,1/29/2021
170583,Trudeo,Display,All Ages,45 days,Website,0.04,Ruble,6.42,Novozavidovskiy,Filipino,649,2315,10,Fashionistas,1/27/2021
118414,Dabtype,Search,Women 35-44,15 days,Facebook,0.04,Rial,6.69,Āl Ma‘ūdah,Bosnian,850,7789,3,Health & Wellness,1/18/2021
83354,Skipstorm,Search,Women 35-44,30 days,Facebook,0.09,Ruble,6.01,Burtunay,Papiamento,722,3798,4,Foodies,1/12/2021
97420,Tagcat,Display,Men 18-24,60 days,Youtube,0.03,Rand,2.49,Mokopane,English,403,7506,3,Health & Wellness,1/8/2021
186309,Devpoint,Search,Men 18-24,30 days,Facebook,0.03,Rupiah,6.77,Singojuruh,Hindi,420,8955,8,Outdoor Adventurers,1/23/2021
94529,Plajo,Display,Women 35-44,30 days,Google Ads,0.09,Rupiah,6.69,Angkahgede,Bengali,539,7476,4,Fashionistas,1/4/2021
170580,Livepath,Display,Women 35-44,60 days,Email,0.07,Rial,5.22,Khawrah,Malay,579,3033,8,Health & Wellness,1/29/2021
71508,Trudoo,Email,Men 25-34,15 days,Instagram,0.03,Rupiah,5.17,Gununglarang,Polish,775,2815,10,Foodies,1/5/2021
130887,Jabbertype,Display,Women 25-34,45 days,Email,0.1,Yen,5.61,Miura,Bengali,632,5340,7,Foodies,1/19/2021
144187,Oyoyo,Email,Women 25-34,30 days,Instagram,0.04,Yuan Renminbi,5.17,Gaozhou,Tamil,765,2855,7,Foodies,1/3/2021
117511,Oloo,Display,Women 35-44,45 days,Youtube,0.13,Lempira,2.92,Orocuina,Latvian,362,3290,3,Outdoor Adventurers,1/5/2021
135850,Bubbletube,Email,Women 35-44,15 days,Website,0.08,Koruna,5.7,Javorník,Portuguese,514,4745,3,Tech Enthusiasts,1/18/2021
149488,Jayo,Search,Men 25-34,15 days,Instagram,0.03,Koruna,4.77,Kunčice pod Ondřejníkem,Haitian Creole,581,2278,10,Tech Enthusiasts,1/30/2021
161396,Aivee,Display,Men 25-34,60 days,Website,0.05,Zloty,7.52,Działdowo,Armenian,810,5454,3,Health & Wellness,1/21/2021
147651,Layo,Display,Women 25-34,45 days,Website,0.05,Rupiah,7.47,Ketapang,Bengali,954,7595,8,Health & Wellness,1/26/2021
170532,Ntag,Display,All Ages,15 days,Youtube,0.02,Peso,4.3,Andalan,Guaraní,595,5418,5,Foodies,1/9/2021
86860,Devpoint,Email,All Ages,60 days,Email,0.06,Gourde,7.06,Dame-Marie,Tamil,447,6921,8,Outdoor Adventurers,1/28/2021
143550,Myworks,Display,Men 18-24,15 days,Google Ads,0.1,Yuan Renminbi,3.46,Liulang,Indonesian,591,5006,10,Health & Wellness,1/30/2021
156619,Kamba,Search,All Ages,15 days,Youtube,0.06,Rupiah,7.31,Cibeureum,Persian,756,5709,10,Health & Wellness,1/25/2021
158233,Skyba,Search,All Ages,60 days,Youtube,0.05,Euro,4.31,Fylí,Finnish,565,2941,7,Outdoor Adventurers,1/21/2021
171910,LiveZ,Email,Men 25-34,60 days,Instagram,0.09,Real,4.68,Brodósqui,Filipino,495,3780,3,Tech Enthusiasts,1/11/2021
179358,Brightdog,Email,Women 35-44,15 days,Instagram,0.11,Krona,7.54,Lidingö,Dhivehi,503,5256,10,Health & Wellness,1/27/2021
129217,Shuffledrive,Influencer,Women 35-44,45 days,Facebook,0.05,Euro,7.47,Verba,Bislama,646,7291,5,Outdoor Adventurers,1/28/2021
97538,Riffpath,Influencer,Men 18-24,45 days,Website,0.11,Dinar,7.5,Hīt,Malay,721,4009,8,Foodies,1/19/2021
183957,Zazio,Email,Men 25-34,60 days,Website,0.04,Real,4.04,Formosa,Tsonga,894,6609,5,Foodies,1/21/2021
153890,Aimbu,Search,Men 25-34,45 days,Email,0.05,Euro,3.47,Vierzon,Swati,416,8744,5,Tech Enthusiasts,1/29/2021
92650,Yacero,Influencer,Men 18-24,45 days,Facebook,0.04,Yuan Renminbi,4.05,Anhai,Polish,924,7555,8,Fashionistas,1/3/2021
87596,Voonte,Display,Men 25-34,30 days,Email,0.13,Euro,7.15,Dublin,Tswana,556,2710,4,Outdoor Adventurers,1/29/2021
98635,Gigashots,Search,All Ages,30 days,Youtube,0.1,Euro,6.56,Almargem do Bispo,Māori,475,4670,6,Foodies,1/15/2021
142896,Babbleopia,Search,Men 25-34,15 days,Website,0.03,Rupiah,3.33,Selorejo,Malagasy,443,6824,8,Health & Wellness,1/23/2021
120152,Twitterworks,Email,Women 25-34,30 days,Facebook,0.12,Real,6.32,Itaperuçu,Quechua,877,7534,7,Tech Enthusiasts,1/3/2021
112539,Twitternation,Email,Men 18-24,15 days,Email,0.07,Real,5.32,Barão de Cocais,Hindi,689,8324,3,Health & Wellness,1/9/2021
91899,Vinder,Search,All Ages,45 days,Google Ads,0.12,Yuan Renminbi,6.65,Shuiyin,Afrikaans,765,8229,8,Health & Wellness,1/27/2021
158444,Roombo,Display,Men 18-24,30 days,Email,0.06,Rupee,6.07,Quartier Militaire,Montenegrin,880,4750,3,Outdoor Adventurers,1/16/2021
124922,Omba,Email,Men 25-34,15 days,Youtube,0.13,Euro,3.37,Estrada,Dutch,527,7898,9,Fashionistas,1/23/2021
106831,Youfeed,Email,Women 25-34,15 days,Instagram,0.08,Krona,5.5,Bromma,Hungarian,723,8632,6,Tech Enthusiasts,1/13/2021
92725,Skibox,Email,Women 35-44,15 days,Instagram,0.05,Colon,4.48,Aserrí,Nepali,570,6651,10,Fashionistas,1/25/2021
168880,Eimbee,Search,Men 25-34,60 days,Google Ads,0.04,Lek,7.09,Shijak,Malay,772,5246,10,Outdoor Adventurers,1/6/2021
123944,Roombo,Display,Women 25-34,60 days,Instagram,0.11,Peso,6.64,Luis Donaldo Colosio,Kazakh,787,4400,7,Tech Enthusiasts,1/23/2021
185698,Fivespan,Display,Men 25-34,45 days,Google Ads,0.12,Rupiah,4.84,Sindangsari,Icelandic,747,3997,8,Fashionistas,1/22/2021
154748,Digitube,Email,Men 18-24,15 days,Email,0.1,Peso,2.68,Mananum,Gujarati,913,1738,6,Tech Enthusiasts,1/26/2021
76941,Plajo,Display,Women 25-34,60 days,Google Ads,0.13,Hryvnia,7.28,Bezlyudivka,Romanian,820,2466,4,Tech Enthusiasts,1/27/2021
94550,Shuffletag,Search,All Ages,45 days,Facebook,0.1,Lev,6.51,Kazanlŭk,Māori,946,1969,5,Health & Wellness,1/6/2021
173449,Feedmix,Search,Men 18-24,45 days,Google Ads,0.11,Euro,3.2,Tála,Tetum,819,2333,3,Fashionistas,1/7/2021
128810,Shuffletag,Influencer,Women 35-44,30 days,Google Ads,0.1,Krona,5.14,Göteborg,Kyrgyz,422,3696,6,Outdoor Adventurers,1/18/2021
170793,Tagtune,Influencer,Women 35-44,45 days,Website,0.11,Peso,2.55,General Luna,Kazakh,864,5919,4,Fashionistas,1/12/2021
87235,Yodoo,Email,Men 18-24,30 days,Youtube,0.04,Cordoba,7.14,Belén,Luxembourgish,541,8110,6,Foodies,1/22/2021
158683,Omba,Influencer,Women 35-44,45 days,Website,0.04,Ruble,7.3,Dzerzhinsk,Papiamento,701,7899,8,Foodies,1/2/2021
165523,Jaxspan,Influencer,Men 25-34,60 days,Google Ads,0.07,Bolivar,5.24,Guayabal,Finnish,949,2175,10,Outdoor Adventurers,1/10/2021
130992,Eare,Influencer,All Ages,60 days,Google Ads,0.06,Dollar,5.48,Killarney,Burmese,493,6441,10,Foodies,1/27/2021
97792,Divavu,Search,All Ages,30 days,Website,0.12,Yuan Renminbi,6.81,Yingyang,Latvian,990,7939,4,Foodies,1/22/2021
145437,Kwilith,Search,Men 25-34,45 days,Email,0.06,Krone,6.83,Oslo,Swati,416,6349,6,Health & Wellness,1/3/2021
143732,Roombo,Search,Women 35-44,15 days,Youtube,0.05,Euro,5.16,Prínos,Oriya,460,7357,9,Tech Enthusiasts,1/15/2021
157383,Vitz,Search,Women 35-44,45 days,Facebook,0.13,Yuan Renminbi,3.44,Qincheng,Swahili,684,8917,10,Health & Wellness,1/2/2021
76973,Kwilith,Email,Women 35-44,15 days,Instagram,0.03,Dollar,4.55,Atlanta,Korean,388,2011,3,Fashionistas,1/10/2021
131786,Yadel,Influencer,Men 18-24,30 days,Instagram,0.08,Koruna,4.65,Lukavice,Icelandic,450,3601,7,Fashionistas,1/28/2021
117519,Skaboo,Search,Women 25-34,45 days,Google Ads,0.04,Ruble,4.38,Ust’-Kut,Amharic,533,1710,7,Foodies,1/20/2021
99680,Yoveo,Influencer,All Ages,30 days,Youtube,0.05,Zloty,3.2,Osiedle-Nowiny,Lao,764,1688,4,Tech Enthusiasts,1/4/2021
101175,Dabfeed,Email,Women 25-34,30 days,Google Ads,0.03,Dobra,6.84,São Tomé,Kyrgyz,515,4294,6,Tech Enthusiasts,1/12/2021
97777,Mydo,Display,Women 25-34,15 days,Instagram,0.02,Sol,7.52,Huayacundo Arma,Azeri,641,5050,3,Foodies,1/15/2021
141390,Wikibox,Influencer,All Ages,15 days,Instagram,0.13,Zloty,5.49,Korsze,Fijian,633,6781,7,Tech Enthusiasts,1/8/2021
130296,Zoonder,Display,Men 18-24,30 days,Instagram,0.07,Peso,3.08,Camajuaní,Pashto,653,4390,3,Fashionistas,1/4/2021
94566,Linktype,Influencer,All Ages,45 days,Email,0.06,Peso,6.85,Bakung,English,376,6081,3,Foodies,1/1/2021
112662,Meetz,Search,Men 25-34,15 days,Website,0.05,Balboa,6.24,Changuinola,Tswana,419,3786,10,Fashionistas,1/14/2021
88161,Topicware,Email,All Ages,45 days,Email,0.05,Rupiah,6.37,Terbangan,Quechua,676,7311,3,Health & Wellness,1/9/2021
137403,JumpXS,Search,All Ages,15 days,Facebook,0.12,Koruna,4.48,Kostelec nad Černými Lesy,Ndebele,727,3637,4,Outdoor Adventurers,1/2/2021
89033,Eare,Influencer,Men 25-34,60 days,Youtube,0.02,Euro,7.13,Vermoim,Aymara,384,3723,6,Fashionistas,1/20/2021
128824,Edgetag,Email,Men 18-24,45 days,Google Ads,0.08,Euro,5.05,Valladolid,Irish Gaelic,567,4363,5,Fashionistas,1/8/2021
143016,Oodoo,Influencer,Men 25-34,45 days,Email,0.13,Euro,3.38,Novais,Malayalam,986,5550,5,Health & Wellness,1/7/2021
130677,Realbridge,Influencer,Women 35-44,60 days,Google Ads,0.05,Rupiah,3.47,Ketangi,Greek,465,6542,10,Foodies,1/1/2021
91839,Jaloo,Influencer,Men 25-34,15 days,Facebook,0.04,Yuan Renminbi,5.28,Dahuangwei,Gagauz,405,4653,6,Fashionistas,1/22/2021
123516,Eare,Email,Women 25-34,45 days,Youtube,0.03,Yen,7.04,Karasuyama,Maltese,587,1793,10,Fashionistas,1/8/2021
150775,Buzzdog,Search,Women 25-34,45 days,Youtube,0.04,Euro,6.16,Ul,Gujarati,562,3874,9,Outdoor Adventurers,1/25/2021
126292,Kimia,Search,Men 18-24,45 days,Website,0.09,Ruble,2.77,Sernur,Persian,399,7884,7,Tech Enthusiasts,1/17/2021
127671,Mybuzz,Influencer,Men 18-24,45 days,Youtube,0.09,Peso,5.55,Bolboc,Tsonga,376,4639,10,Health & Wellness,1/27/2021
108274,Realcube,Influencer,Men 18-24,45 days,Instagram,0.04,Ruble,5.13,Selikhino,Hungarian,923,6872,7,Foodies,1/24/2021
170380,Plambee,Display,Women 25-34,60 days,Website,0.11,Euro,6.73,Enonkoski,Malagasy,960,6393,4,Health & Wellness,1/15/2021
100702,Meembee,Display,Men 25-34,60 days,Youtube,0.13,Euro,6.35,Taveiro,Indonesian,385,7223,9,Tech Enthusiasts,1/3/2021
153368,Browsedrive,Influencer,Men 18-24,60 days,Website,0.12,Dollar,4.09,Chambly,Bengali,783,6334,6,Foodies,1/19/2021
110456,Blogspan,Influencer,All Ages,60 days,Website,0.07,Colon,6.68,Guadalupe,Swedish,866,4535,5,Foodies,1/11/2021
158635,Gevee,Influencer,Women 35-44,15 days,Google Ads,0.05,Dollar,3.1,Lincoln,Greek,577,2084,3,Foodies,1/25/2021
133166,Trunyx,Email,Men 18-24,30 days,Instagram,0.03,Ruble,3.18,Suvorov,Malay,822,5853,8,Tech Enthusiasts,1/9/2021
87539,Oyonder,Influencer,Men 18-24,60 days,Instagram,0.06,Pound,6.99,Buckland,Hungarian,884,4380,10,Foodies,1/20/2021
156763,Gabcube,Influencer,Men 25-34,60 days,Facebook,0.12,Zloty,6.14,Stęszew,Lao,550,8908,7,Fashionistas,1/12/2021
115836,Shuffletag,Search,Women 25-34,45 days,Facebook,0.06,Dollar,5.33,Nicola Town,Kyrgyz,615,7663,6,Tech Enthusiasts,1/3/2021
87601,Twinder,Email,All Ages,30 days,Instagram,0.13,Manat,5.4,Ganja,Estonian,695,6362,3,Fashionistas,1/8/2021
123307,Yozio,Search,Women 35-44,30 days,Facebook,0.13,Rial,3.7,Al Maḩfid,Kyrgyz,410,6557,8,Health & Wellness,1/30/2021
175399,Wordtune,Display,Men 18-24,30 days,Facebook,0.08,Rupiah,3.66,Jambeyan,Thai,545,5981,10,Fashionistas,1/15/2021
95513,Voonyx,Search,Men 18-24,45 days,Facebook,0.06,Krona,6.65,Helsingborg,French,832,1885,3,Health & Wellness,1/7/2021
137857,Yodel,Display,All Ages,60 days,Youtube,0.06,Yuan Renminbi,6.9,Dongxiaokou,Afrikaans,692,7686,5,Tech Enthusiasts,1/22/2021
115744,Edgeclub,Search,Men 25-34,30 days,Google Ads,0.04,Yuan Renminbi,2.7,Xianshui,Assamese,697,4054,6,Health & Wellness,1/2/2021
70294,Midel,Email,All Ages,30 days,Youtube,0.06,Zloty,6.77,Obsza,German,712,5935,5,Tech Enthusiasts,1/10/2021
185487,Kimia,Display,All Ages,30 days,Facebook,0.13,Ruble,7.42,Inta,Zulu,744,8860,10,Tech Enthusiasts,1/23/2021
173327,Wikivu,Email,Women 25-34,30 days,Youtube,0.05,Peso,3.58,Andalan,Yiddish,647,7437,6,Health & Wellness,1/8/2021
129144,Roodel,Influencer,Women 25-34,15 days,Email,0.05,Yuan Renminbi,4.86,Jinling,Marathi,481,5976,7,Tech Enthusiasts,1/2/2021
109116,Devify,Email,Women 35-44,45 days,Youtube,0.12,Rupiah,3.08,Tajinan,Tswana,533,3600,5,Outdoor Adventurers,1/10/2021
131761,Feedfish,Display,All Ages,30 days,Facebook,0.12,Yen,7.28,Arai,Burmese,539,7157,9,Tech Enthusiasts,1/30/2021
93529,Edgeblab,Email,Men 25-34,15 days,Instagram,0.03,Krona,2.87,Täby,Punjabi,646,2572,3,Tech Enthusiasts,1/2/2021
177462,Gabvine,Email,All Ages,15 days,Youtube,0.06,Euro,3.87,Novo,Thai,419,8433,5,Fashionistas,1/6/2021
165565,Realfire,Search,Men 25-34,15 days,Youtube,0.05,Rupiah,3.43,Terangun,Zulu,457,6847,3,Fashionistas,1/11/2021
104870,Kaymbo,Influencer,Women 35-44,45 days,Instagram,0.02,Krona,4.04,Linköping,Latvian,776,8680,9,Foodies,1/20/2021
156684,Browseblab,Email,Men 18-24,60 days,Youtube,0.02,Real,6.59,Valença,Kyrgyz,564,7614,5,Tech Enthusiasts,1/22/2021
177369,Agimba,Influencer,Men 25-34,30 days,Email,0.09,Euro,5.16,Bonneville,Czech,373,7251,9,Fashionistas,1/8/2021
89717,Voonix,Search,Men 18-24,30 days,Website,0.07,Yuan Renminbi,6.61,Huifeng,Burmese,748,2350,4,Tech Enthusiasts,1/12/2021
80594,Demivee,Display,Women 35-44,60 days,Facebook,0.07,Yuan Renminbi,6.65,Shihua,West Frisian,863,5806,4,Tech Enthusiasts,1/16/2021
149389,Avavee,Influencer,All Ages,15 days,Google Ads,0.07,Euro,3.86,Vannes,Bulgarian,952,4591,5,Outdoor Adventurers,1/24/2021
79281,Twimbo,Influencer,Men 18-24,45 days,Instagram,0.09,Euro,4.46,Chemnitz,Quechua,721,2800,3,Tech Enthusiasts,1/12/2021
124884,Roomm,Display,Women 35-44,45 days,Google Ads,0.06,Som,7.15,Qozonketkan,German,382,6610,7,Tech Enthusiasts,1/13/2021
101525,Viva,Display,Men 25-34,60 days,Instagram,0.05,Shilling,5.25,Bukomansimbi,Aymara,600,5083,8,Foodies,1/11/2021
149806,Riffpedia,Email,Women 35-44,30 days,Email,0.07,Rupiah,6.83,Boncong,Pashto,734,5090,6,Foodies,1/23/2021
77973,Jabbertype,Search,Men 25-34,30 days,Youtube,0.06,Ruble,5.42,Shatura,Somali,937,2290,8,Outdoor Adventurers,1/7/2021
92782,Plajo,Email,Men 18-24,30 days,Google Ads,0.04,Yuan Renminbi,6.21,Baitu,Arabic,819,7609,4,Foodies,1/7/2021
